concept1,concept2
hat,protect_head_from_snow
hat,protect_head_from_sun
hat,protecting_face_from_sun
hat,protecting_head
hat,protecting_head_from_rain
hat,prottecting_head
hat,reduce_heat_loss
hat,shade
hat,shading_eyes
hat,shooing_flies
hat,slap_horse
hat,stylish
hat,symbol_for_group
hat,tip_to_lady
hat,uniforms
hat,urging_horse_on
hat,waving
hat,wearing
hat,wearing_on_head
hats,cover_top_of_people's_heads
hats,protect_face_from_sun
having_asthma_attack,breathing_things_one_allergic_to
having_asthma_attack,choking
having_asthma_attack,doing_lung_damage
having_asthma_attack,exercising_too_hard
having_asthma_attack,gasping
having_asthma_attack,lack_of_treatment
having_asthma_attack,reminding_to_take_medication
having_asthma_attack,test
having_asthma_attack,with_allergies
having_bath,birds
having_bath,cleaning_and_relaxing
having_bath,cleaning_oneself
having_bath,cleaning_up_after_hard_work
having_bath,cleansing_body
having_bath,cooling_off
having_bath,enjoying_bubbles
having_bath,fun
having_bath,fun_in_tub
having_bath,getting_body_clean
having_bath,hygienic_purposes_and_pleasure
having_bath,moisturizing_skin
having_bath,playing_with_boats
having_bath,pleasure
having_bath,rejuvenating
having_bath,relaxation
having_bath,relaxation_in_warm_water
having_bath,relaxing
having_bath,relaxing_body_and_mind
having_bath,removing_sand
having_bath,soaking_sore_muscles
having_bath,soothing_skin
having_bath,soothing_strained_muscles
having_bath,warming_up
having_bath,washing
having_bath,washing_yourself
having_checkup,avoiding_health_surprises
having_checkup,avoiding_sickness
having_checkup,catching_problems_early
having_checkup,checking_things_out
having_checkup,determining_illness
having_checkup,discovering_problems
having_checkup,early_detection
having_checkup,everyone
having_checkup,finding_problems
having_checkup,fixing_problems
having_checkup,getting_clean_bill_of_health
having_checkup,maintaining_health
having_checkup,making_sure_everything_working_well
having_checkup,making_sure_healthy
having_checkup,preventing_problems
having_checkup,reviewing_status
having_checkup,ruling_out_medical_problems
having_checkup,staying_healthy
having_conversation,being_polite
having_conversation,business
having_conversation,business_communication
having_conversation,communicating
having_conversation,communicating_idea
having_conversation,communicating_ideas
having_conversation,communicating_information_between_two_people
having_conversation,communication
having_conversation,conducting_affairs_of_daily_life
having_conversation,developing_conversational_skills
having_conversation,discussing_plans
having_conversation,education
having_conversation,entertainment
having_conversation,exploring_ideas
having_conversation,expressing_opinion
having_conversation,finding_solution
having_conversation,flirting
having_conversation,give_and_take_of_ideas
having_conversation,intimacy
having_conversation,learning_from_others
having_conversation,lodging_complaint
having_conversation,making_business_contacts
having_conversation,making_friends
having_conversation,networking
having_conversation,passing_time
having_conversation,people
having_conversation,pleasure
having_conversation,sending_and_receiving_information
having_conversation,sharing_information
having_conversation,social_interaction
having_conversation,staying_sain
having_conversation,telling_what_happened
having_conversation,two_people_or_sometimes_more
having_epileptic_fit,abnormal_brain_waves
having_epileptic_fit,diabetics
having_epileptic_fit,epilectics
having_epileptic_fit,one_who_has_epilepsy
having_epileptic_fit,reminding_to_take_medication
having_epileptic_fit,sick_people
having_examination,annual_checkup
having_examination,being_tested
having_examination,checking_person's_body_for_disease
having_examination,detecting_problems_in_entity
having_examination,determining_health
having_examination,determining_one's_health
having_examination,determining_state_of_health
having_examination,medical_records
having_examination,preparation_for_surgery
having_examination,testing
having_examination,testing_skills_of_entity
having_examination,testing_weaknesses_of_entity
having_examination,testing_yourself
having_food,being_able_to_prepare_meals
having_food,being_greedy
having_food,being_sociable
having_food,contentment
having_food,creating_meals
having_food,diminishing_hunger
having_food,eat
having_food,eating
having_food,emergency
having_food,ending_hunger
having_food,entertaining
having_food,filling_up
having_food,future
having_food,getting_energy_to_live
having_food,giving_thanks
having_food,having_chices_about_what_to_eat
having_food,health
having_food,hunger
having_food,keeping_alive
having_food,keeping_bodies_healthy
having_food,late_night_snacks
having_food,lessening_hunger
having_food,meal
having_food,not_getting_hungry
having_food,nutrition
having_food,people_who_can_afford_groceries
having_food,pleasure
having_food,preparing_food
having_food,relieving_hungar
having_food,satisfying_hunger
having_food,sharing
having_food,storage
having_food,survival
having_food,sustaining_life
having_food,sustenance
having_food,taking_in_nutrients
having_food,when_feeling_hungry
having_friends_over,avoiding_boredom
having_friends_over,avoiding_work
having_friends_over,birthday_party
having_friends_over,chat
having_friends_over,cocktail_party
having_friends_over,companionship
having_friends_over,company
having_friends_over,eating_dinner
having_friends_over,enjoying_yourself
having_friends_over,entertaining
having_friends_over,entertainment
having_friends_over,fun
having_friends_over,getting_fence_white_washed
having_friends_over,getting_to_know_each_other
having_friends_over,good_companionship
having_friends_over,good_time
having_friends_over,having_fun
having_friends_over,having_good_time
having_friends_over,having_party
having_friends_over,kicking_back_to_relax
having_friends_over,meal
having_friends_over,party
having_friends_over,playing_games
having_friends_over,relaxing_and_feeling_good
having_friends_over,relaxing_and_having_good_time
having_friends_over,slumber_party
having_friends_over,talk
having_friends_over,talking
having_friends_over,talking_to_friends
having_friends_over,watching_videos
having_fun,adjusting_mood
having_fun,avoiding_sadness
having_fun,being_happier
having_fun,children
having_fun,enjoying_other_people
having_fun,enjoying_yourself
having_fun,enjoyment
having_fun,having_fun
having_fun,having_good_time
having_fun,healthy_heart
having_fun,keeping_mind_occupied
having_fun,killing_time
having_fun,lowering_stress
having_fun,passing_time
having_fun,personal_benefit
having_fun,playing
having_fun,pleasure
having_fun,when_bored
having_haircut,being_able_to_see_better
having_haircut,being_more_attractive
having_haircut,changing_identity
having_haircut,changing_style_of_hair
having_haircut,conformity
having_haircut,feeling_cooler
having_haircut,force_of_habit
having_haircut,getting_rid_of_head_lice
having_haircut,grooming_purposes
having_haircut,keeping_clean_appearance
having_haircut,keeping_hair_orderly
having_haircut,keeping_parents_happy
having_haircut,looking_better
having_haircut,looking_fine
having_haircut,looking_great
having_haircut,looking_neat
having_haircut,looking_presentable
having_haircut,looking_smarter
having_haircut,making_good_impression
having_haircut,making_hair_less_messy
having_haircut,making_hair_look_nice
having_haircut,making_less_hair_care_required
having_haircut,making_yourself_look_neater
having_haircut,neat_appearance
having_haircut,obtaining_short_hair
having_haircut,people_with_hair
having_haircut,shortening_hair
having_haircut,special_occasion
having_haircut,special_styling
having_haircut,stopping_hair_from_getting_too_long
having_haircut,tidying_yourself_up
having_haircut,trimming_unwanted_hair
having_haircut,trying_new_hairstyle
having_heart_attack,being_very_sick
having_heart_attack,blood_clot
having_heart_attack,demonstrating_mortal
having_heart_attack,dying
having_heart_attack,eating_badly
having_heart_attack,giving_yourself_pain
having_heart_attack,killing_yourself
having_heart_attack,limitng_population
having_heart_attack,not_exercising
having_heart_attack,nothing_good_at_all
having_heart_attack,people_who_don't_exercise_regularly
having_heart_attack,people_who_don't_watch_diet
having_heart_attack,people_who_elderly
having_heart_attack,people_who_smoke
having_heart_attack,people_with_heart_conditions
having_heart_attack,people_with_heart_disease
having_heart_attack,persons_with_heart_disease
having_heart_attack,responding_to_damage
having_heart_attack,sanford_foxx
having_heart_attack,sick_people
having_heart_attack,smoking
having_heart_attack,weakening_yourself
having_lunch,break_from_job
having_lunch,break_from_work
having_lunch,business_meeting
having_lunch,conversation
having_lunch,dining_with_friend
having_lunch,discussing_business
having_lunch,eating
having_lunch,eating_food
having_lunch,eating_leftovers_from_last_night's_dinner
having_lunch,enjoying_food
having_lunch,enjoying_time_alone
having_lunch,entertaining_friends
having_lunch,feeding_body
having_lunch,filling_stomach
having_lunch,fueling_body
having_lunch,getting_to_know
having_lunch,having_date
having_lunch,hungry_people
having_lunch,lighter_meal_than_dinner
having_lunch,meeting_for_business
having_lunch,meeting_friend
having_lunch,meeting_friends
having_lunch,midday_meal
having_lunch,most_people
having_lunch,no_longer_being_hungry
having_lunch,noon_meal
having_lunch,nourishment
having_lunch,nurishing_body
having_lunch,nutrition
having_lunch,quick_bite_to_eat
having_lunch,reading_newspaper
having_lunch,refreshment
having_lunch,restoring_energy
having_lunch,sales_opportunity
having_lunch,satiating_hunger
having_lunch,satisfying_craving
having_lunch,satisfying_hunger
having_lunch,school_children
having_lunch,social_interaction
having_lunch,socializing
having_lunch,spending_time_with_friend
having_lunch,staving_off_hunger
having_lunch,taking_break
having_lunch,taking_break_from_work
having_lunch,taking_care_of_craving
having_mobile_phone,being_reachable
having_nervous_breakdown,being_unable_to_deal_with_problems
having_nervous_breakdown,breakdown_of_emotions
having_nervous_breakdown,changing_life
having_nervous_breakdown,coping_with_difficult_stress
having_nervous_breakdown,dealing_with_too_much_stress
having_nervous_breakdown,displaying_personal_emotional_weakness
having_nervous_breakdown,failing_under_pressure
having_nervous_breakdown,frightening_others
having_nervous_breakdown,getting_attention
having_nervous_breakdown,getting_care_from_other_persons
having_nervous_breakdown,getting_relief_from_difficult_situation
having_nervous_breakdown,letting_stress_overwhelm
having_nervous_breakdown,losing_control_of_life
having_nervous_breakdown,losing_self_control
having_nervous_breakdown,over_stressed_people
having_nervous_breakdown,overstressed_people
having_nervous_breakdown,people_who_emotionally_overloaded
having_nervous_breakdown,people_with_chemical_imbalance
having_nervous_breakdown,reacting_to_lot_of_stress
having_nervous_breakdown,relieving_stress
having_nervous_breakdown,who_needs_to_loved
having_nervous_breakdown,working_too_hard
having_nervous_breakdown,working_too_much
having_party,assuring_oneself_of_one's_organizational_skills
having_party,becoming_acquainted_with_neighbors
having_party,celabrating_someones_wedding
having_party,celebrating_birthday
having_party,celebrating_event_like_birthday
having_party,celebrating_holiday
having_party,celebrating_special_occasion
having_party,celebrating_wedding
having_party,companionship
having_party,conversation
having_party,dancing
having_party,dancing_together
having_party,distracting_yourself_from_sad
having_party,drinking
having_party,drinking_alcohol
having_party,eating
having_party,eating_and_drinking
having_party,eating_food
having_party,eating_nice_things
having_party,entertaining
having_party,entertaining_guests
having_party,entertainment
having_party,entertainment_or_amusement
having_party,getting_drunk
having_party,getting_laid
having_party,getting_presents
having_party,getting_to_know_new_people
having_party,getting_together_with_friends_and_family
having_party,getting_wasted
having_party,having_good_time
having_party,increasing_stature_with_peers
having_party,kids
having_party,laughing
having_party,learning_about_people
having_party,making_friends
having_party,meeting_friends
having_party,meeting_new_people
having_party,meeting_people
having_party,networking
having_party,playing_bizarre_games_together
having_party,relaxing
having_party,releasing_tension
having_party,saying_goodbye_who's_leaving
having_party,seeing_friends
having_party,spending_money
having_party,spending_time_with_friends
having_party,telling_jokes_to_other_people
having_party,welcoming_new_neighbors
having_phone,communication
having_physical_exam,boosting_doctor's_income
having_physical_exam,checking_body_systems
having_physical_exam,checking_for_breast_cancer
having_physical_exam,checking_for_cancers
having_physical_exam,checking_for_prostate_cancer
having_physical_exam,checking_health
having_physical_exam,checking_on_health
having_physical_exam,checking_up_on_health
having_physical_exam,determining_health
having_physical_exam,diagnosing_disease
having_physical_exam,diagonosis
having_physical_exam,doctor_to_overcharge
having_physical_exam,gathering_information_about_body
having_physical_exam,getting_teeth_cleaned
having_physical_exam,having_checkup_by_doctor
having_physical_exam,health_maintenance
having_physical_exam,insurance_against_incipient_illness
having_physical_exam,knowing_about_helath
having_physical_exam,maintaining_good_health
having_physical_exam,maintaining_health
having_physical_exam,making_sure_everything_ok
having_physical_exam,meeting_employment_requirements
having_physical_exam,requirement_for_starting_new_job
having_physical_exam,staying_fit
having_physical_exam,staying_healthy
having_physical_exam,temporary_peace_of_mind
having_physical_exam,testing_knowledge
having_physical_examination,being_pilot
having_physical_examination,checking_health
having_physical_examination,determining_health
having_physical_examination,diagnosing_illness
having_physical_examination,driving_buses
having_physical_examination,ensuring_reliablilty
having_physical_examination,evaluating_growth
having_physical_examination,evaluating_progress
having_physical_examination,feeling_more_secure
having_physical_examination,finding_out_how_fit
having_physical_examination,finding_out_if_normal
having_physical_examination,finding_out_if_sick
having_physical_examination,finding_out_why_feel_sick
having_physical_examination,finding_source_of_problem
having_physical_examination,finding_things_wrong_with
having_physical_examination,getting_insured
having_physical_examination,keeping_in_good_health
having_physical_examination,locating_cause_of_pain
having_physical_examination,locating_disease_or_illness
having_physical_examination,making_sure_healthy
having_physical_examination,making_sure_not_ill
having_physical_examination,monitoring_health
having_physical_examination,personal_security
having_physical_examination,staying_well
having_rest,becoming_less_tired
having_rest,body_to_function_properly
having_rest,breaking_monotony
having_rest,doing_different
having_rest,eating_food
having_rest,getting_energy_back
having_rest,getting_refreshed
having_rest,having_drink
having_rest,keeping_balance
having_rest,letting_others_have_go
having_rest,lpeople_who_tired
having_rest,not_getting_worn_out
having_rest,recharging_yourself_after_working_hard
having_rest,recovering
having_rest,reenergizing
having_rest,refreshing_oneself
having_rest,rejuvenating
having_rest,rejuvinating_body
having_rest,relaxation
having_rest,relaxing
having_rest,relaxing_body
having_rest,relaxing_mind
having_rest,relieving_muscle_strain
having_rest,relieving_tiredness
having_rest,restoring_oxygen_to_muscles
having_rest,taking_break_from_work
having_rest,taking_nap
having_rest,taking_short_nap
having_rest,tiredness
having_rest,weak_people
having_rest,when_tired
having_sex,creating_new_life
having_sex,enjoying_yourself
having_sex,entertain_yourself
having_sex,expressing_love
having_sex,fun
having_sex,good_time
having_sex,making_babies
having_sex,relaxing
having_sex,wasting_time
having_sex_with_same_gender,being_gay
having_sex_with_same_gender,being_homosexual
having_shower,alternative_toa_bath
having_shower,celebrating_engagement
having_shower,cleaning_dirt_off_body
having_shower,cleaning_one's_body
having_shower,cleaning_pores
having_shower,cleaning_yourself
having_shower,cleanliness
having_shower,ensuring_proper_hygiene
having_shower,feeling_clean_and_refreshed
having_shower,getting_cleaner
having_shower,hiding_inside_shower
having_shower,keeping_clean
having_shower,killing_undesirable_microorganisms
having_shower,making_yourself_feel_clean
having_shower,pleasure
having_shower,preparing_to_shave_legs
having_shower,putting_on_clean_clothes
having_shower,relaxing_after_busy_day
having_shower,removing_beach_sand
having_shower,removing_body_odors
having_shower,removing_chlorine_used_in_pools
having_shower,removing_dead_skin_cells
having_shower,removing_dirt_from_body
having_shower,removing_dirty_clothes
having_shower,removing_dried_perspiration
having_shower,shaving
having_shower,solitary_place_to_sing
having_shower,taking_break
having_shower,warming_muscles
having_shower,washing
having_shower,washing_acid_off_body
having_shower,washing_dog
having_shower,washing_hair
having_shower,washing_one's_body
having_shower,washing_paint_off_body
hawaii,tourism
hay,feed_cattle
hay,feed_horses
hay,horses
head,accumulate_knowledge
head,bang_against_wall
head,bang_on_wall
head,beginning
head,central_control
head,containing_brain
head,control_screw
head,froth_on_beer
head,get_out_of_trouble
head,give_meaning_to_tail
head,give_signals
head,go_to_bathroom
head,go_to_bathroom_in
head,growing_hair
head,hat
head,hats
head,head_butting
head,holding_hat
head,holding_sensory_organs
head,make_salad
head,making_lettuce_salad
head,naming_source_of_stream
head,navigating_through_world
head,peeing_on_ships
head,place_for_headaches
head,protecting_brain
head,receive_hammer's_blow
head,recognize_patterns
head,seat_of_intellect
head,see_relationships
head,sensory_organs
head,solve_mysteries
head,store_organs_of_sense
head,think
head,thinking
head,toilets_on_ship
head,urinating_or_defecating_on_ship
header,support_for_framed_opening
headlock,fighting
headphones,listen_to_mushc
headstone,mark_grave
health,everyone
health_food_store,bad_tasting_food
health_food_store,buy_anti_aging_formulas
health_food_store,buy_anti_arthritis_formulas
health_food_store,buy_anti_wrinkle_formulas
health_food_store,buy_baked_goods
health_food_store,buy_body_cleansing_formulas
health_food_store,buy_books_on_health
health_food_store,buy_bread_made_without_flour
health_food_store,buy_dates
health_food_store,buy_diabetic_products
health_food_store,buy_dried_fruits
health_food_store,buy_exotic_foods
health_food_store,buy_food_supplements
health_food_store,buy_goats_milk
health_food_store,buy_health_food
health_food_store,buy_health_foods
health_food_store,buy_healthier_selection_of_foods
health_food_store,buy_healthy_cookies
health_food_store,buy_healthy_cosmetics
health_food_store,buy_healthy_food
health_food_store,buy_herbs
health_food_store,buy_honey
health_food_store,buy_less_common_foods
health_food_store,buy_minerals
health_food_store,buy_multi_grain_products
health_food_store,buy_nutritious_products
health_food_store,buy_nuts
health_food_store,buy_organic_foods
health_food_store,buy_organically_grown_foods
health_food_store,buy_over_counter_remedies
health_food_store,buy_packaged_soy_products
health_food_store,buy_pesticide_free_foods
health_food_store,buy_protein_bars
health_food_store,buy_protein_powder
health_food_store,buy_seeds
health_food_store,buy_serotonin
health_food_store,buy_soaps
health_food_store,buy_soy_milk
health_food_store,buy_sugarless_products
health_food_store,buy_teas
health_food_store,buy_vitamins
health_food_store,buy_weight_control_products
health_food_store,buy_weight_gain_products
health_food_store,buy_weight_loss_products
health_food_store,buying_food
health_food_store,buying_tofu
health_food_store,dieting_people
health_food_store,disgusting_food
health_food_store,eat_organically
health_food_store,freaks
health_food_store,get_advice
health_food_store,get_free_samples
health_food_store,get_free_take_one_leaflets
health_food_store,go_grocery_shopping
health_food_store,have_dinner
health_food_store,have_lunch
health_food_store,health_club_goers
health_food_store,health_freaks
health_food_store,healthy_food
health_food_store,providing_consumers_with_pure_preservative_free_foods
health_food_store,purchasing_food
health_food_store,sale_of_herbs_and_tonics
health_food_store,selling_food
health_food_store,selling_healthy_food
health_food_store,selling_hormone_free_food
health_food_store,vegetarians
health_food_store,weight_gain_products
health_food_store,weight_loss_products
hearing_crowd_go_mad,admiration
hearing_crowd_go_mad,appreciation_of_performance
hearing_crowd_go_mad,audience_of_concert
hearing_crowd_go_mad,crowd_dynamics
hearing_crowd_go_mad,enjoying_applause
hearing_crowd_go_mad,excitement
hearing_crowd_go_mad,exciting_moments_in_sports
hearing_crowd_go_mad,performer_on_stage
hearing_crowd_go_mad,playoff_games
hearing_crowd_go_mad,rock_star
hearing_crowd_go_mad,showing_who_supported
hearing_crowd_go_mad,sports_fans
hearing_crowd_go_mad,supporting_team
hearing_crowd_go_mad,watching_game_on_television
hearing_crowd_go_mad,who_can_hear
hearing_music,alleviating_boredom
hearing_music,being_anti_social
hearing_music,being_inspired_by_music
hearing_music,but_deaf
hearing_music,calming_down
hearing_music,dancing
hearing_music,distraction
hearing_music,enjoying_song
hearing_music,enjoying_yourself
hearing_music,enjoyment
hearing_music,enjoyment_of_experience
hearing_music,feeling_good
hearing_music,fun
hearing_music,getting_pleasure
hearing_music,getting_riled_up
hearing_music,having_great_time
hearing_music,learning_to_play_instrument
hearing_music,learning_to_play_tune
hearing_music,letting_out_emotions
hearing_music,listening_pleasure
hearing_music,listening_to_tune
hearing_music,mood
hearing_music,pleasure
hearing_music,relaxation
hearing_music,relaxing
hearing_music,serenity
hearing_music,setting_mood
hearing_music,singing
hearing_music,waking_up_in_morning
hearing_music,whose_hearing_works
hearing_news,being_entertained
hearing_news,facing_reality
hearing_news,finding_out_about_local_developments
hearing_news,finding_out_about_world_developments
hearing_news,finding_out_information_on_world
hearing_news,finding_out_results
hearing_news,finding_out_weather
hearing_news,getting_updates_on_important_issues
hearing_news,hearings_sports_scores
hearing_news,information
hearing_news,informing_yourself
hearing_news,keeping_abreast_on_current_events
hearing_news,keeping_current_in_information_gathering
hearing_news,keeping_informed
hearing_news,keeping_oneself_up_to_date
hearing_news,keeping_up_with_current_events
hearing_news,keeping_updated
hearing_news,keeping_updated_in_world
hearing_news,knowing_what_happened
hearing_news,knowing_what_happens_in_world
hearing_news,learning_about_current_events
hearing_news,learning_about_world
hearing_news,learning_new_facts
hearing_news,learning_new_things
hearing_news,learning_of_disasters
hearing_news,learning_of_successes
hearing_news,learning_what_happened_in_world
hearing_news,passing_time
hearing_news,recreation
hearing_news,staying_current_with_events
hearing_news,staying_informed
hearing_news,understanding_current_events
hearing_news,understanding_events
hearing_news,understanding_things
hearing_singing,appreciating_music
hearing_singing,attending_concert
hearing_singing,auditory_enjoyment
hearing_singing,critisizing
hearing_singing,enjoying_music
hearing_singing,enjoyment
hearing_singing,entertainment
hearing_singing,entertaintment
hearing_singing,listening
hearing_singing,listening_to_music
hearing_singing,people_who_listening
hearing_singing,pleasure
hearing_singing,relaxation
hearing_singing,schizophrenic_delusions
hearing_singing,watching
hearing_testimony,court
hearing_testimony,court_reporters_to_record
hearing_testimony,courtroom_settings
hearing_testimony,deciding_on_guilt
hearing_testimony,deciding_outcome_of_trial
hearing_testimony,deciding_trial's_outcome
hearing_testimony,defendants
hearing_testimony,determination_of_tfuth
hearing_testimony,determination_of_truth
hearing_testimony,disputing_claim
hearing_testimony,finding_out_facts
hearing_testimony,in_jury_box
hearing_testimony,judge
hearing_testimony,judges
hearing_testimony,juries
hearing_testimony,juries_to_pay_attention_to
hearing_testimony,jury
hearing_testimony,lawyers
hearing_testimony,learning_about_truth
hearing_testimony,making_decision
hearing_testimony,making_judgement
hearing_testimony,prosecutors
hearing_testimony,resolving_conflict
hearing_testimony,settling_court_case
hearing_testimony,weighing_evidence_in_trial
heart,breaking
heart,displaying_affection
heart,empathize
heart,feeling_emotions
heart,getting_nutrients_to_cells
heart,getting_oxygen_to_cells
heart,love
heart,make_valentine's_card
heart,moving_blood
heart,persistence
heart,posthumous_donation
heart,pumping
heart,pumping_blood
heart,pumping_blood_through_body
heart,represent_love
heart,saute_only_chicken_hearts
heart,sign_of_love
heart,staying_alive
hearts,being_broken
heat,cooking
heat_lamp,keep_pet_lizard_warm
heat_source,cook
heat_source,cook_hamburger
heat_source,cooking
heat_source,cooking_food
heat_source,energy
heat_source,greenhouse
heat_source,home
heat_source,keeping_house_warm
heat_source,keeping_planet_warm
heat_source,make_home_comfortable
heat_source,melting_ice
heat_source,providing_heat
heat_source,providing_heat_to_environment
heat_source,providing_warmth
heat_source,relaxing_muscles
heat_source,thawing
heat_source,warm_object
heat_source,warming_up
heat_source,warmth
heat_source,workplace_school_or_church
heated_towel_rack,comfort
heated_towel_rack,dry_towels
heated_towel_rack,drying_damp_towels
heated_towel_rack,drying_tovels
heated_towel_rack,drying_towels
heated_towel_rack,drying_wet_swimsuits
heated_towel_rack,have_warm_towels
heated_towel_rack,heat_towels
heated_towel_rack,heating_towels
heated_towel_rack,keeping_towels_warm
heated_towel_rack,providing_warmth_for_bath_area
heated_towel_rack,storing_towels
heated_towel_rack,use_warm_towel_after_bathing
heated_towel_rack,warm_towel
heated_towel_rack,warm_towels
heated_towel_rack,warm_up_towels
heated_towel_rack,warming_up_cold_hands
heated_towel_rack,waste_electric_power
heater,comfort
heater,get_warm
heater,heat
heater,heat_car
heater,heat_room
heater,heating
heater,heating_area
heater,heating_house
heater,heatr
heater,keep_warm
heater,keeping_machine_parts_from_freezing_up
heater,keeping_room_warm
heater,maintaining_fishtank_water_temperature
heater,raise_temperature_in_house
heater,warm_proximate_space
heater,warming
heater,warming_car
heater,warming_house
heater,warming_room
heaters,keep_house_warm
heating,heat_house
heating_room,can_full_of
heating_room,warmth
hedge_trimmer,trim_hedge
helicopter,fly
helicopter,transport
helicopter,travel
helium,filling_party_balloons
helium_balloon,celebrating_birth_of_baby
helium_balloon,decorate_for_party
helium_balloon,decorating_for_party
helium_balloon,decoration
helium_balloon,entertaining_children
helium_balloon,entertainment_of_small_children
helium_balloon,fly
helium_balloon,fun
helium_balloon,high_altitude_atmospheric_tests
helium_balloon,make_animals
helium_balloon,make_kids_happy
helium_balloon,make_voice_high
helium_balloon,make_voice_squeaky
helium_balloon,raising_balloon_in_air
helium_balloon,rise
helium_balloon,send_message_in_air
helium_balloon,travel
helium_balloon,view
helmets,protect_head
helmets,protect_one's_head
helmets,protection
helping,being_nice_to_others
helping,cooperation_in_society
helping,doing_good_deed
helping,feeling_good
helping,feeling_good_about_yourself
helping,helping_world
helping,improvemnt_of_life
helping,making_god_pleased_with_actions
helping,making_life_better
helping,police_officer
helping,show_care_about
helping,social_instinct
helping,status
helping,when_needs_aide
herb,flavoring_food
herbs,flavor_souce
herbs,flavour_sauce
heroin_needles,inject_heroin
herringbone,and_in_fabric
herringbone,jab
herringbone,pick_teeth
hi_fi,listen_to_music
hide_bed,guests_to_sleep_on
hide_bed,saving_space
hide_bed,sleep
hide_bed,sleep_guest
hide_bed_sofa,comfort
hide_bed_sofa,comfortable
hide_bed_sofa,extra_sleeping_space
hide_bed_sofa,overnight_guests
hide_bed_sofa,people_with_small_rooms
hide_bed_sofa,saving_living_space
hide_bed_sofa,saving_space
hide_bed_sofa,sitting_on
hide_bed_sofa,sleep_guests
hide_bed_sofa,sleep_on
hide_bed_sofa,sleeping_and_sitting
hide_bed_sofa,sleeping_on
hide_bed_sofa,use_in_living_room
hide_bed_sofa,when_guests_come_over
high_rise,apartments
high_rise,condominiums
high_rise,condos
high_rise,eat
high_rise,efficient_use_of_land
high_rise,holding_many_offices
high_rise,housing_many_people_using_little_acreage
high_rise,live_in
high_rise,making_efficient_use_of_space
high_rise,offices
high_rise,people_to_live_in
highlighter,conveying_important_parts_of_text
highlighter,emphasize_important_passages
highlighter,hilighting
highlighter,make_distinctions
highlighter,make_printed_text_stand_out
highlighter,making_reviewing_easier
highlighter,marking_important_facts
highlighter,marking_text
highlighter,studying
highlighter_pen,chewing_on
highlighter_pen,coloring
highlighter_pen,highlighting
highlighter_pen,highlighting_text
highlighter_pen,highlighting_text_for_review_later
highlighter_pen,make_colored_mark
highlighter_pen,mark_important_information
highlighter_pen,notes
highway,cars
highway,commuting
highway,connecting_towns
highway,crossing_country
highway,drive
highway,drive_fast
highway,drive_on
highway,drive_somewhere
highway,drive_to_another_city
highway,driving
highway,driving_on
highway,facilitating_movement_of_goods
highway,get_to_another_place
highway,get_where_you're_going
highway,getting_from_one_place_to_another
highway,getting_somewhere
highway,go_elsewhere
highway,improving_on_dirt_road
highway,improving_transportation
highway,leaving_city
highway,motor_vehicles_to_travel_on
highway,moving
highway,riding_bus
highway,speeding
highway,transport_of_vehicles
highway,transportation
highway,travel
highway,travel_in_car
highway,traveling
highway,traveling_from_one_place_to_another
highway,traveling_long_distances_quickly
highway,traveling_upon_by_car
highway,travelling_in_car
highway,trucks
highway,trucks_buses_and_cars
highways,cars_to_drive_on
highways,get_in_touch_with_other_people
hiking,adventure
hiking,campers
hiking,enjoying_nature
hiking,enjoying_outdoors
hiking,excercize
hiking,exercise
hiking,fun
hiking,getting_close_to_nature
hiking,getting_out_of_area
hiking,getting_somewhere
hiking,going_on_picnic
hiking,going_to_campground
hiking,health
hiking,increasing_prices_for_greater_profit
hiking,loosing_weight
hiking,see_new_country
hiking,seeing_world
hiking,travelling_from_to_b
hill,climb
hill,climb_up
hill,climbing
hill,climbing_up
hill,getting_higher
hill,laying_on
hill,sledding
hill,sledding_down_in_winter
hill,sliding_down
hill,sliding_down_on_winter_snow
hill,standing_on
hill,using_as_lookout_point
hinged_door,closing_off_room
hinged_door,emtryways
hinged_door,enter_room
hinged_door,entryways
hinged_door,get_in
hinged_door,keeping_heat_in_room
hinged_door,keeping_intruders_out
hinged_door,open
hinged_door,open_and_close_between_rooms
hinged_door,privacy
hinged_door,shut_outside
hinged_door,swing_closed
hinged_door,swing_open
history,remembering_past
history_class,teach_what_happened_in_past
hitting_bottle,acting_loud
hitting_bottle,acting_stupid
hitting_bottle,alcoholics
hitting_bottle,angry_people
hitting_bottle,celebrating_holiday
hitting_bottle,drinking_excessively
hitting_bottle,drinking_oneself_into_stupor
hitting_bottle,drinking_too_much
hitting_bottle,forgetting_things
hitting_bottle,getting_bombed
hitting_bottle,getting_drunk
hitting_bottle,getting_plastered
hitting_bottle,getting_smashed
hitting_bottle,getting_soused
hitting_bottle,getting_wasted
hitting_bottle,intoxication
hitting_bottle,mourning_death
hitting_bottle,people_who_cannot_handle_lives
hitting_bottle,relaxing_after_hard_day
hitting_bottle,relaxing_muscles
hocey_stick,playing_hockey
hockey_puck,have_fun
hockey_puck,hocky
hockey_puck,kill
hockey_puck,knock_out_teeth
hockey_puck,make_goal
hockey_puck,making_goal
hockey_puck,over_cooked
hockey_puck,passing
hockey_puck,passing_to_another_player
hockey_puck,play_hockey_game
hockey_puck,score_goal
hockey_puck,scoring_goals
hockey_puck,shooting
hockey_puck,shooting_into_net
hockey_pucks,score_goals
hockey_stick,play_hockey
hoist,easing_manual_labor
hoist,li
hoist,lift
