Item ID,Content,Annotation
1773741177739fxt17h7si6w,Is salty food related to savory?,Correct
1773741177739rkgxlcj3xjp,Is starting family used for child development?,Correct
1773741177739i0nqtthmjge,Is 'tingling' associated with the frame 'Perception body - This frame contains words describing physical experiences that can affect virtually any part of the body'?,Correct
1773741177739dii5ck5ldr4,"Is 'energetic' associated with 'canis familiaris, dog, domestic dog'?",Correct
1773741177739jf5oahbu6j,"Is 'practice' associated with 'field, playing field, pitch'?",Correct
177374117773986gq3zh7gm8,Are destroyer escort from vehicles that are war vessel?,Correct
177374117773945ofzi9bsxu,Is 'demanding' associated with 'difficulty'?,Correct
17737411777397r15jvmppzk,Are astrolabe from appliance that are navigational instrument?,Correct
17737411777396i9qqiwr69o,Are cement truck from vehicles that are sound truck?,Correct
1773741177739ato467wzly,Is 'redemption' associated with the frame 'Atonement - An Agent has committed a Wrong in the past and is making Amends for it'?,Correct
1773741177739lytham2owvg,Are trucks from vehicles that can have anti-sway bar?,Correct
1773741177739evl1hahhx9,Are alfalfa from food that can be used for sprout?,Correct
1773741177739l1tiifom4o,Are container from containers that are kitchen utensil?,Correct
1773741177739021sykjsdjcl,Is ceremony related to ritual?,Correct
1773741177739hojm11dq5wd,"Is 'downward' associated with 'tendency, trend'?",Correct
1773741177739oye4dl00zvn,Is phelem related to periderm?,Incorrect
177374117773930ipemgb6bh,Is acting in play used for conveying emotions through dialogue?,Correct
1773741177739i20zcm48mwb,"Is 'heavy' associated with 'road traffic, traffic, priority'?",Correct
1773741177739i7joxo21ejn,Are elephant from animals that are used for attraction?,Correct
17737411777392id6zjm456t,Are truck from vehicles that can be found or used in parkings?,Correct
17737411777392po5n1k5wq6,Are love from home that are support?,Incorrect
1773741177739hhwx576vv2,Are black pepper from food that are cafe noir?,Incorrect
17737411777390soamh75tmx,Is 'operable' associated with the frame 'Being operational - An Object with an understood function is or is not in a state ready to perform that function'?,Correct
1773741177739fz7q0obipdr,"Is 'repair' associated with 'price, damage, terms'?",Correct
1773741177739vlcp998e0g,Is 'category' associated with the frame 'Labeling - A Speaker uses as a Label to refer to an Entity'?,Correct
1773741177739edap0pqqpkv,Is cultural diffusion related to italianization?,Correct
1773741177739aom4ov0qm4j,Is 'compelling' associated with the frame 'Eventive cognizer affecting - An Event causes the Cognizer to accept some Content'?,Correct
1773741177739if2fe27acis,Is 'results' associated with 'performance'?,Correct
1773741177739s4xswp662u9,Are cereal bread from food that can have wheat berry?,Correct
1773741177739xng2tqmtpa,"Is 'route' associated with the frame 'Path traveled - A Path, a series of connected locations, is traversed by a Theme, moving under its own power or under the influence of a physical force'?",Correct
1773741177739yfu43mjjdjo,Is clothing closet used for organizing clothes?,Correct
17737411777390auso2p0hrc,Is dog used for companion?,Correct
177374117773925vpcndj8is,Is 'initiate' associated with the frame 'Activity start - An Agent initiates the beginning of an ongoing Activity in which he will be continuously involved'?,Correct
1773741177739218a0mel3y6,Is airlines related to jet bridge?,Correct
1773741177739kcwewt5tg6c,Are bobbysocks from clothes that are bobbysocks?,Correct
1773741177739mns2rcap7oi,Is 'withdraw' associated with the frame 'Departing - An object (the Theme) moves away from a Source'?,Correct
1773741177739rezj6f75trd,Is meeting interesting people used for meeting new clients?,Correct
17737411777392mvwr09p845,"Is 'inspire' associated with 'leadership, leaders'?",Correct
1773741177739zbjlayktky,"Is 'embody' associated with 'spirit, feel, flavor'?",Correct
17737411777395gk77348z2a,Is 'essential' associated with the frame 'Attributes - An Entity has a particular Attribute with some Value'?,Correct
1773741177739x41p5b5mbp,"Is 'stem from' associated with 'reason, cause, grounds'?",Correct
1773741177739egnxtileoyq,Is 'dry' associated with 'towel'?,Correct
1773741177739zfpigcz63c,Are vestibule from home that are used for entrance?,Correct
1773741177739u1al7utqo8g,Is silica related to spicule?,Incorrect
1773741177739o9rkg80z4e,"Is 'entail' associated with the frame 'Conditional scenario - In this scene, two mutually exclusive possibilities are presented, the Profiled possibility and the Opposite possibility, each of which has a consequence associated with it, the Consequence (associated with the Profiled possibility) and the Anti consequence (associated with the Opposite possibility)'?",Correct
17737411777399bohz3hwk5w,Are wrench from tools that are instrument?,Correct
1773741177739x59k4gfb0kp,"Is 'inheritance' associated with the frame 'Getting scenario - In this scenario, the Recipient begins without the Theme, then acquires the Theme from a Source'?",Correct
17737411777395tjbsewsdlv,Is city related to tyrone?,Incorrect
1773741177739pf8l4j4mwj,Is honeymoon phase symptoms related to honeymoon period?,Correct
17737411777392e7pgblvlaw,Is 'character' associated with the frame 'Performers and roles - A Performer has a certain Role in a Performance and plays their part by following the directions in the Script for that particular Role'?,Correct
1773741177739rudkfvc5oab,Is 'exceptional' associated with the frame 'Extreme value - An Entity possesses a Value for a certain Attribute which is extreme when compared to the values either of other entities or to values of the same Entity at other points of time'?,Correct
17737411777391og8k5422z1,Is 'ordered' associated with the frame 'Part ordered segments - In this frame a Part is part of a larger Whole comprised of parts that are ordered'?,Correct
1773741177739yygq6wiu91g,Are bracelet from artifacts that can be circular?,Correct
1773741177739wjuw5eqk3qd,Is alarm snooze related to snooze?,Correct
1773741177739poy8r6kk7yb,Is 'admit' associated with the frame 'Legal rulings - An Authority with the power to make decisions hands down a Finding over a question presented in a formal or informal Case'?,Correct
1773741177739r8d1olr8orb,Is 'solitary' associated with the frame 'Prison - This Frame deals with Penal institutions'?,Correct
1773741177739wrdhax76vd,Is 'detached' associated with the frame 'Attaching - The Attaching frame covers two situations: a scene in which somebody causes one thing to be physically connected to something else; or a scene in which somebody causes two things to be connected to each other'?,Correct
1773741177739jktu71vpqv7,Are fridge from home that contain foods?,Correct
1773741177739s0pf2wmtwoq,Is 'collective' associated with 'socialism'?,Correct
17737411777393deced190wg,"Is 'spot' associated with the frame 'Punctual perception - A Perceiver briefly perceives a Phenomenon, often resulting in partial or uncertain perception'?",Correct
1773741177739wvndnkzse2d,Is 'fix' associated with the frame 'Installing - An Agent  places a Component in a Fixed location so that the Component is attached and interconnected and thereby functional'?,Correct
1773741177739918c9xz57vh,Is 'grin' associated with 'mouth'?,Correct
1773741177739xvxpdotsmgc,Is box used for cardboard?,Correct
17737411777391yfvpzoi7z6,Are motorcycle from vehicles that can have first gear?,Correct
1773741177739f0ssld1d6zm,Is 'come upon' associated with the frame 'Arriving - An object Theme moves in the direction of a Goal'?,Correct
1773741177739n0mka85ftmk,Is 'equate' associated with the frame 'Have as translation equivalent - A  Source symbol in a Source representation system is presented to be matched by a Target symbol in a Target representation in the ability to express a particular Content'?,Correct
1773741177739sdjbu3acyw,Is unconditional related to absoluteness?,Correct
1773741177739b4o5d25xf6j,Is 'unattentive' associated with the frame 'Losing track of theme - This frames describes a Perceiver who fails to keep sight of a Theme'?,Correct
1773741177739e1g49gkw44p,"Is 'luxurious' associated with 'leather, leather goods'?",Correct
1773741177739188qhkp0k6a,Is 'hierarchical' associated with the frame 'Categorization - A Cognizer construes an Item as belonging to a certain Category'?,Correct
1773741177739l97okt26y7b,"Is 'keep hold of' associated with the frame 'Pre transfer - The stage before the transfer has taken place, with the Theme in the possession of the Donor'?",Incorrect
1773741177739l5th93awfg,Are Abyssinian from animals that are house cat?,Correct
1773741177739wq12qo12kyt,"Is 'venture' associated with the frame 'Attempt action scenario - This frame represents the core action of an Attempt, where an Agent has a Goal and performs some Means action that they believe will achieve the Goal'?",Correct
1773741177739qjtsl40hfx,"Is 'firestorm' associated with the frame 'Fire break - This frame pertains to Fire breaks, entities intended to prevent a fire from traveling in a direction'?",Correct
1773741177739xa12jgzffvh,"Is 'inspire' associated with 'protagonist, agonist, hero'?",Correct
17737411777392829tvfxvkf,Are van from vehicles that can have first gear?,Correct
1773741177739eoxsu8tmmph,Are steak from food that are western?,Correct
1773741177739c8tugcp1u6,Are Truck from vehicles that are artefact?,Correct
1773741177739k5pgt4w7ozh,Is 'execute' associated with the frame 'Conduct - An Agent acts in a certain Manner either generally or under some particular Circumstances'?,Correct
1773741177739xkqrnfyeo2,"Is 'locate' associated with 'computer address, address, reference'?",Correct
1773741177739ia3qlijgom8,Is restaurant dining area used for food demonstrations?,Correct
1773741177739k6wa2v41dc,Is 'placement' associated with the frame 'Being located - A Theme is in a stable position with respect to a Location'?,Correct
1773741177739ad082ux8li7,Is 'celebration' associated with the frame 'Event - An Event takes place at a Place and Time'?,Correct
1773741177739efyl8p155h,Are robin from animals that are passerine?,Correct
1773741177739coygxydygrd,Are ice cream cone from containers that can be conical?,Correct
1773741177739yip39zt20p,Are track jacket from clothes that are windbreaker?,Correct
1773741177739l0ls2khhyp,Is train station used for buying train tickets?,Correct
1773741177739l2oqdku966,"Is 'regulate' associated with 'rule, guideline, prescript'?",Correct
1773741177739lqpsi3ectnj,Is fiddling used for fidgeting with something small?,Correct
17737411777391sz7h12w8w6,Are beer from food that are alcohol?,Correct
1773741177739dlwb8hzosug,"Is 'bond' associated with 'twosome, couple, distich'?",Correct
1773741177739valkzik9ov,Is snare drum used for drumming?,Correct
1773741177739angjo1cycnq,Is 'enthusiasm' associated with 'spirit'?,Correct
1773741177739rnur39otdm,Are glass from food that can be consumed or used during meal?,Correct
1773741177739mfyyk11gl8,Is indian ocean used for climate regulation?,Incorrect
1773741177739gh3188xfvu9,Is conservatism related to burke?,Correct
17737411777396yglr79l3me,Is 'inseparable' associated with the frame 'Accompaniment - A Co participant fills the same role as the Participant in an event or relation'?,Correct
17737411777398rtvpvpfuf,"Is 'technique' associated with the frame 'Manner - A Manner describes general or specific characteristics of an event in one of three ways:  First, it can refer to how a Comparison event transpires, absent the influence of an entity (e'?",Incorrect
1773741177739aqk0av5ib77,"Is 'keen' associated with 'involvement, interest'?",Correct
1773741177739qnjl31fo37h,Is leaving line used for leaving a voicemail?,Incorrect
1773741177739rcpie68wqe,"Is 'data' associated with 'written report, report, study'?",Correct
1773741177739k6n3x0vzzzi,Are lion from animals that can be growl?,Correct
1773741177739z863ddolh5o,"Is 'restricted' associated with the frame 'Deny or grant permission - In this frame, an Authority allows a Protagonist to know (in some way) that they may or may not engage in an Action'?",Correct
1773741177739hb8634ms33r,Is delivery service related to drop off?,Correct
17737411777398l3alb406pu,"Is 'interact' associated with 'individual, somebody, person'?",Correct
1773741177739a3hcvs2pzot,Is 'scenic' associated with the frame 'Ride vehicle - In this frame a Theme is moved by a Vehicle which is not directly under their power'?,Correct
1773741177739zraacdthysn,Are onion from food that can have skin?,Correct
1773741177739t9iu44j53c,"Is 'armor' associated with the frame 'Cause change of strength - An Agent causes a Patient to be more strong, often resulting in something that is more secure and safe'?",Correct
17737411777395wc54nx3ghe,"Is 'calm' associated with 'peace, ease'?",Correct
17737411777393qmjv3xvk51,Are bus from vehicles that can be white?,Correct
1773741177739osmbbbbf7ic,Are bicycle from vehicles that can have chain guard?,Correct
1773741177739yli27i5ccx,Are moth from animals that are leaf-miner?,Correct
1773741177739i7nqtnv1s6s,Is climate change related to wildfire?,Correct
1773741177739fcvuebremiw,"Is 'majestic' associated with 'gyne, queen'?",Correct
1773741177739tia2nxaoyv,Is 'throbbing' associated with the frame 'Cause bodily experience - An Agent or Cause affects a Body part of an Experiencer so that the quality of the Experiencer'?,Correct
1773741177739ha2kl4cgjaw,Is 'dissolve' associated with 'molecule'?,Correct
17737411777395t5b5jzse8a,"Is 'humid' associated with 'climate, mood'?",Correct
17737411777394k921xrv5sp,"Is 'launch' associated with 'vessel, vas'?",Correct
1773741177739rrc1plfpe6r,Is 'finish' associated with the frame 'Activity done state - An Agent has completed an Activity'?,Correct
1773741177739ttff9xd486d,Is 'adjust' associated with 'microscope'?,Correct
1773741177739uc1rq6308p9,"Is 'bask in' associated with 'celebrity, renown, fame'?",Incorrect
17737411777392disaxypi9v,Are rye sourdough bread from food that are rye bread?,Correct
1773741177739zoqbp95o0v,"Is 'playful' associated with 'fun, merriment, playfulness'?",Correct
1773741177739g89ac0osqfm,Are powerboat from vehicles that are motorboat?,Correct
1773741177739l1qabxtjyg8,Are rocket from vehicles that can have cockpit?,Correct
1773741177739nhtw11e5vja,Is restaurant diner used for having lunch?,Correct
1773741177739mlyudurs7bb,Are bicycle from vehicles that can have handlebar?,Correct
1773741177739oml3g1ak74k,Are eye shade from clothes that are eye mask?,Incorrect
17737411777398wx3mn6p4rc,"Is 'picture' associated with the frame 'Optical image - This frame describes non-artifact Images resulting from an interation between light and some kind of matter, usually a Source entity'?",Correct
177374117773927n8z6dzli4,Is 'investment' associated with the frame 'Money - Money is a medium used for exchanging goods and services'?,Correct
17737411777390i6i16um4wpf,"Is 'placement' associated with the frame 'Container focused placing - An Agent or Cause affects a Goal location by moving a Theme, but without necessarily filling or covering it'?",Correct
17737411777394h6krrheamr,Is 'justice' associated with the frame 'Morality evaluation - In this frame an Evaluee is described by a (usually implicit) Judge with respect to the morality or rightness of his or her Behavior'?,Correct
1773741177739keyddp3usja,Is eating in fast food restaurant used for celebrating a birthday?,Correct
1773741177739hlmpi6vg94w,"Is 'congregation' associated with 'church building, church'?",Correct
1773741177739jog0cqlsh9,"Is 'rhythmic' associated with 'move, movement, motion'?",Correct
1773741177739lu1zdmflqm,Are shovel from tools that can be long?,Correct
177374117773926euj5ve8ul,Is 'sad' associated with the frame 'Feeling - In this frame an Experiencer experiences an Emotion or is in an Emotional state'?,Correct
1773741177739k960fhw3e68,Is 'link' associated with the frame 'Attaching - The Attaching frame covers two situations: a scene in which somebody causes one thing to be physically connected to something else; or a scene in which somebody causes two things to be connected to each other'?,Correct
17737411777391m0ks6b78f2h,Is 'transfer' associated with 'bank'?,Correct
1773741177739o0wsjnz026j,Are hornet from animals that are hymenopterous insect?,Correct
1773741177739gdlkls2dfci,"Is 'closure' associated with the frame 'Locale closure - A building or location that can be sealed to prevent entrance, the Locale, ceases to be open for use'?",Correct
1773741177739g7fq4fctbab,Are watch cap from clothes that are skullcap?,Correct
17737411777399985n4zbwqh,"Is 'catch' associated with the frame 'Catching fire - A Fuel, some flammable object or substance, ends up on fire'?",Correct
1773741177739bmomemguwjo,"Is 'inspire' associated with 'protagonist, agonist, hero'?",Correct
1773741177739uqeyqa4gwce,Is 'miniature' associated with 'scale'?,Correct
1773741177739hh36u97dpjc,Is 'fast' associated with 'race'?,Correct
1773741177739dqcn73g6om7,"Is 'workplace' associated with 'fellow worker, co-worker, colleague'?",Correct
1773741177739hanqso1rcm9,Are shirt from clothes that can have neckline?,Correct
17737411777390ox6973ed8lj,Is 'innovative' associated with 'technique'?,Correct
1773741177739clzwmpxdd6,Are vegetables from food that can be used for chop?,Incorrect
1773741177739nxg9cah5foa,Is 'greenhouse' associated with 'garden'?,Correct
1773741177739dd28yw6e0nd,Are thistlefinch from animals that are passerine?,Incorrect
17737411777399trbv8vgf8n,"Is 'handoff' associated with 'passing play, passing, pass'?",Correct
1773741177739u3e02koycsm,Is gymnasium used for physical therapy?,Correct
1773741177739eaklznkb2fm,"Is 'pointed' associated with 'mentum, chin'?",Correct
1773741177739t91vhdpovxt,"Is 'comparative' associated with the frame 'Relational quantity - A quantity, the Numerator, can be understood in terms of how it relates to another quantity, the Denominator; the comparison of these two numbers is called the Rate'?",Correct
1773741177739scm4n9r1z5s,Are jeep from vehicles that can have first gear?,Correct
1773741177739dkqp4iw5efu,Is 'successful' associated with the frame 'Hit or miss - An Agent succeeds or fails to interact perceptually or physically with the Target or Target location'?,Correct
1773741177739o19xj6eozm9,"Is 'view' associated with 'window, sill, window ledge'?",Correct
1773741177739vuoofg1yycg,Is 'retaliate' associated with the frame 'Revenge - This frame concerns the infliction of punishment in return for a wrong suffered'?,Correct
1773741177739tm2eo32qyl,Is 'help' associated with the frame 'Reliance - A Protagonist needs a Means action performed for their Benefit'?,Correct
1773741177739d35furlsgnf,Is Byzantine Empire related to cassican?,Incorrect
1773741177739fykyoznzrza,"Is 'custody' associated with the frame 'Arrest - Authorities charge a Suspect, who is under suspicion of having committed a crime (the Charges), and take him/her into custody'?",Correct
1773741177739vcc5riw6qpm,Are leggings from clothes that are knee-hi?,Correct
1773741177739lx1eh7qt3ea,Are whale from animals that can have bone?,Correct
1773741177739k8920i6n1h,Is missed call related to overcall?,Correct
17737411777398s4rlglzjdh,Are pants from clothes that are banyan?,Correct
17737411777395hgaffm8he3,Is abrasive related to grating?,Incorrect
17737411777394gp9gyh1k8v,Are bassoon from instruments that can have f-hole?,Incorrect
1773741177739xwgqecxhvsr,Is 'charge' associated with the frame 'Billing - A Billing authority communicates in written form that the Debtor owes the Owed party (often the same as the Billing authority) some amount of Money for certain Goods (including services) provided by the Owed party or to clear a debt for a Bad action by the Debtor against the Owed party'?,Correct
1773741177739ltflqkzzwoa,Is sporting goods store used for find sporting equipment for a specific sport?,Correct
1773741177739uylam9y3bu,Is computer used for gaming?,Correct
1773741177739zn2pbdqusy,Are piglet from animals that can be medium?,Correct
177374117773971dqrqt4dec,Are platter from artifacts that are plate?,Correct
17737411777398xidhvyuxw3,"Is 'encircles' associated with the frame 'Relational natural features - The Focal feature is defined in relation to a Landmark feature, either as a particular part, or as an immediately bordering entity'?",Incorrect
177374117773923ulikuclyc,Is storage used for data access control?,Correct
1773741177739znqpcfkv8f,Is counterfeit related to microdot?,Correct
1773741177739phbsbbalq0d,Are Bus from vehicles that can have seat belt?,Correct
1773741177739wmgye2sjxtj,Is guessing related to charades?,Correct
1773741177739unc3lkian2h,Is neighboring related to proximate?,Correct
1773741177739p4wsc931r7f,Is animal related to cymric?,Correct
1773741177739pqrizyxfxx,Is acid rain related to sulfur dioxide?,Correct
1773741177739xbcc6lpg99,"Is 'relax' associated with 'peace, ease'?",Correct
1773741177739ke9dts0yel,Is 'device' associated with the frame 'Gizmo - This frame contains general words denoting equipment where the Use or purpose is not specified by the lexeme but (typically) by a separate expression'?,Correct
177374117773919zvwt1xple,"Is 'conquer' associated with 'rex, king, male monarch'?",Correct
1773741177739schubdkn4se,Are skirt from clothes that are used by ladies?,Correct
1773741177739dk7g9fvpgn7,"Is 'group' associated with the frame 'Commonality - This frame contains words that describe a set of individuals which possess some Commonality, generally a common attribute'?",Correct
1773741177739y622q5iwwj,Are bones from animals that can be bury?,Correct
1773741177739rlzcs0cygf9,Are robin from animals that are passeriform bird?,Correct
1773741177739pu41svmcld,Is finished related to over?,Correct
17737411777397scyy36jazu,Are ram from animals that are male?,Correct
1773741177739aco5zsrfrtk,Are katydids from animals that are orthopterous insect?,Correct
1773741177739rf8glqtbst,Is 'illuminate' associated with the frame 'Level of light - There is a gradable amount of light in a particular Location'?,Correct
1773741177739q3738xu5vmm,"Is 'employment' associated with the frame 'Employment scenario - An Employee and Employer enter into an employment relation, wherein the Employee remains employed for some Duration of time, and finally the relationship ends either by the Employee leaving the job or the Employer letting go (or firing) the Employee'?",Correct
17737411777393vo22gtcsej,Is visiting other countries used for travel?,Correct
1773741177739frqs0l2rpoq,"Is 'plea bargain' associated with the frame 'Arraignment - At a court hearing, a Defendant is informed of the Charges against him or her, (usually) enters a plea, and a decision is made by a Judge as to the amount of bail, if any'?",Correct
1773741177739vwumtd5h25,Is 'assign' associated with the frame 'Left to do - A Process of using or modifying is scheduled to be applied to a group or mass'?,Correct
177374117773915x6owmfsoa,Is bermuda tourism related to bermuda?,Correct
1773741177739p5077qxdau9,Is 'song' associated with the frame 'Medium - Words in this frame describe a relationship in which an Item is expressed through a Text'?,Correct
1773741177739qpm5kv9ezx9,Are bird from animals that can have mouth?,Correct
177374117773998r4nu8ehon,Is velvet used for upholstery?,Correct
1773741177739pyi1meuemco,"Is 'victorious' associated with the frame 'Accomplishment - After a period in which the Agent has been working on a Goal, the Agent manages to attain it'?",Correct
177374117773970j4ngkqn82,"Is 'calendar entry' associated with 'booking, engagement, reservation'?",Correct
17737411777395p387ydw1bn,Is dependencies related to pip?,Correct
1773741177739jt960pp4tv,Is eating quickly used for time crunch?,Correct
1773741177739lu07n5nmsvo,Is 'refund' associated with 'fee'?,Correct
17737411777395kqo34fok8,Is stringed instrument used for playing?,Correct
1773741177739yt8kxk07si,Is killing people used for immoral?,Incorrect
1773741177739l532kjslbcm,"Is 'persistent' associated with 'rumour, rumor, hearsay'?",Correct
1773741177739st6330vowo,"Is 'enthusiastic' associated with the frame 'Gusto - A Person has a particular mental state and the ability to engage in an activity with enthusiasm, energy, and positivity'?",Correct
1773741177739mm0rh7ftf1j,"Is 'emphasize' associated with 'lineament, feature'?",Correct
1773741177739yd2dfasq81s,"Is 'fortuity' associated with 'happenstance, coincidence'?",Correct
1773741177739br3den3inu,Are laundry room from home that can have basin?,Correct
17737411777391gj3uo0j475,Are fishing vessel from vehicles that are fishing smack?,Correct
1773741177739x37lup66z2,Are oil from food that are fluid?,Correct
1773741177739utfh8kt7lss,"Is 'accurate' associated with 'tool, instrument'?",Correct
1773741177739t2d4avbrcq,Is narcissism related to self religion?,Correct
1773741177739q26ccc92fi,Is walkway related to bluestone?,Correct
1773741177739xfl7c6m7xx,"Is 'traveler' associated with 'journey, voyage, journeying'?",Correct
1773741177739dt0xfj5ewru,"Is 'allocate' associated with 'stock, fund, store'?",Correct
1773741177739d8tuuz6xa5,Is 'ingredients' associated with the frame 'Ingredients - A Material is used to make a Product'?,Correct
1773741177739fpmax1xrr1o,Are spaceship from vehicles that can have cockpit?,Correct
1773741177739vb05n6shfxm,Is 'monitor' associated with 'system'?,Correct
17737411777390reycaubbxx,"Is 'earphones' associated with 'ears, ear'?",Correct
1773741177739qimf3yt221,Are apple juice from food that are Granny Smith?,Correct
1773741177739dos0n7x1gtt,"Is 'bustling' associated with 'marketplace, market place, market'?",Correct
1773741177739c8y3r6vzo05,Is piece of paper used for gift wrapping?,Correct
1773741177739n5i21lit0ec,"Is 'Liability' associated with the frame 'Risk scenario - An Asset is in a particular Situation, which has a likelihood of leading to or inviting a Harmful event which will negatively affect the Asset'?",Correct
1773741177739aj30zokdpro,Is waging war used for securing alliances?,Incorrect
177374117773943jkcfqufeb,Are Latex clothing from clothes that can be made of latex?,Correct
177374117773967hfqpavdca,"Is 'panorama' associated with 'view, sight, survey'?",Correct
1773741177739fnm6vbji15,"Is 'biosphere' associated with 'system, environment, nature'?",Correct
17737411777391oiwka1v4d1,"Is 'commission' associated with 'mission, commission, charge'?",Correct
1773741177739oet23tycq3d,Is mathematical relationship related to equation?,Correct
177374117773922ip4nlbwafi,Is vector related to linear?,Correct
1773741177739qjtngeemry,Is 'signify' associated with the frame 'Locale by event - A place defined in terms of an event which occurred (or will occur) there'?,Correct
1773741177739oaezvx27as,Are pheasant from animals that are gallinaceous bird?,Correct
1773741177739fo0em58dxpw,"Is 'apple' associated with 'fleshy fruit, fruit'?",Correct
17737411777394f0j881wig8,Are Porsche Boxster from vehicles that are roadster?,Incorrect
1773741177739iaclantp1ui,Is map used for finding points of interest?,Correct
1773741177739byevv7k7xrt,Is 'delicious' associated with the frame 'Cooking creation - This frame describes food and meal preparation'?,Correct
177374117773994rsn43y9ub,"Is 'chin' associated with 'beard, face fungus, whiskers'?",Correct
1773741177739bs2s5b3dije,"Is 'drizzling' associated with the frame 'Precipitation - Water in some solid or liquid form (the Precipitation) falls from the sky at a particular Place and Time, lasting for a particular Duration'?",Correct
17737411777394ate81yu41n,"Is 'monitor' associated with the frame 'Information display - A man-made artifact, digital or physical, which is used to display information presented via the object'?",Correct
177374117773985nd4dqpxgn,Is 'swerve' associated with the frame 'Change direction - A Theme that is in motion assumes a new Direction in which it moves'?,Correct
1773741177739i82l2h736e,Is doctor used for medical advice?,Correct
1773741177739v9jb5ro63m,Is group related to troop?,Correct
17737411777397rnmzf2a6su,Is 'periodic' associated with the frame 'Frequency - This frame has to do with the repetition (and especially the frequency of repetition) of an event'?,Correct
17737411777392ccwoipe4uk,"Is 'solitary' associated with the frame 'Isolated places - A Place is located far off from centers of population, culture, and/or trade'?",Correct
1773741177739uulvqfn0f7n,Are sheepdog from animals that are related with handler?,Correct
1773741177739grq5comavwv,"Is 'fatherhood' associated with 'parent, parenthood, parents'?",Correct
1773741177739yzrz07q93nf,Are knee joint from instruments that can have or be used with knee?,Correct
17737411777393nm0whw5ija,Is sword used for historical research?,Correct
1773741177739a301h7zl5rn,Are ship from vehicles that can have frame?,Correct
1773741177739r8orgz0yk9a,"Is 'powerful' associated with 'strength, intensity level, intensity'?",Correct
1773741177739tojainmtsak,"Is 'produce' associated with the frame 'Performing arts - The Performers, together with behind the scenes Personnel, execute a Performance according to a Script and/or Score'?",Correct
1773741177739xdmw7888qak,Are posters from artifacts that are printer?,Correct
17737411777395ayjywz9mw8,Are salt from food that are drug?,Correct
1773741177739j7t4vo0zr7,"Is 'linear' associated with 'metre, meter, m'?",Correct
17737411777396kxdlvpscz6,Is bermuda grass related to bermuda?,Correct
1773741177739xusyzpvtyhk,Is 'advocate' associated with 'support'?,Correct
17737411777397phtqjtecay,Are rice from food that can be found or used in groceries?,Correct
1773741177739d7ebqybtm8c,Is game used for competition?,Correct
1773741177739cxcebg6chl6,Is 'productive' associated with 'industry'?,Correct
1773741177739qg3a9ykt43,Is atlantic ocean used for transportation?,Correct
1773741177739taqsyuts3pb,"Is 'dye' associated with 'textile, fabric, cloth'?",Correct
1773741177739xm9wgah32ob,Are refrigerator from appliance that can be long?,Correct
1773741177739wu7ovau4oi,Are trumpet from instruments that can be made of brass?,Correct
17737411777398mgjeyaga78,"Is 'competent' associated with 'candidate, prospect, political candidate'?",Correct
1773741177739utcg95aq9th,Are hammer from tools that can have shank?,Correct
1773741177739jtx9fzzvaas,Is committing murder used for covering up a crime?,Correct
177374117773981rmfc3vqq2,Is panorama related to cyclorama?,Incorrect
17737411777392u3hc6pbm75,Is 'essential' associated with the frame 'Function - An Entity is designed for or exists to perform an Activity or fulfill a Role'?,Correct
177374117773962z3xz524oe,Are Wooden chopping board from appliance that use wood?,Correct
1773741177739l2a7t3yy74p,Are strawberry from food that are aggregate fruit?,Correct
1773741177739lm1vtonabk,Is lips used for speaking?,Correct
17737411777390qony34p5uuf,Is individualism related to antipodism?,Incorrect
1773741177739quots9zf3t,"Is 'hopelessness' associated with 'desperation, despair, dismay'?",Correct
17737411777390fxyldy8vmw,Is grossness related to grody?,Correct
17737411777390cdiir8gefnb,Is 'lead' associated with 'pencil'?,Incorrect
1773741177739gehnjwnmhhu,"Is 'repercussions' associated with the frame 'Impression - This frame describes the Impression which a Figure, which can be a person, an organization, or an object, leaves with an Audience'?",Correct
17737411777397utmj8o9pkv,Are ravioli from food that are related with pasta?,Correct
1773741177739omq32woxzy,"Is 'liquid' associated with 'stock, fund, store'?",Correct
1773741177739c5pg1umxeg7,Is stringed instrument related to hurdy gurdy?,Correct
1773741177739awsbasslg97,Are elk from animals that can be hunt?,Correct
17737411777398zzs2o0n7l,Is atom related to atter?,Incorrect
1773741177739ojmgbb6xrv,"Is 'direct' associated with the frame 'Cause to start - A Cause, animate or inanimate, causes a process, the Effect, to begin'?",Correct
1773741177739pgbjhc8m91m,Are silk from clothes that are commodity?,Correct
1773741177739kqkwph81668,"Is 'burdened' associated with 'wretchedness, miserableness, misery'?",Correct
1773741177739aqes9lnipmi,Is 'dedicate' associated with the frame 'Commemorative - This frame describes a particular compounding construction (a pattern of coinage) by which more complex words can be created by joining an Honored entity to a Dedicated type to describe a particular Dedicated entity which has been officially named for the Honored entity'?,Correct
1773741177739nbc7h78t13,"Is 'stable' associated with 'saving, economy'?",Correct
1773741177739eqq4vy0ucgw,"Is 'influential' associated with 'philosophy, doctrine, school of thought'?",Correct
1773741177739zw2p1ojslt,Is 'fresh' associated with 'snow'?,Correct
17737411777391n1ydofczt4,Are jasmine rice from food that are polished rice?,Correct
17737411777393d0gxioxcgj,Is 'scarce' associated with the frame 'Measure by action - This frame involves words that provide a measure for some undelimited (mass) Entity by referring to an Event that a prototypical quantity (or duration) of the Entity stereotypically participates in'?,Correct
