Item ID,Content,Annotation
177374113841031gmzrd69eh,Are Chihuahua Toy from animals that are toy dog?,Correct
1773741138410ne6dk2om75i,Are glazed doughnut from food that can be glossy?,Correct
1773741138410i9aanijtjmc,Are bejeweled artifacts from artifacts that are ornamentation?,Correct
17737411384107lv1g0zr6yx,"Is 'suffering' associated with 'trouble, discomfort'?",Correct
1773741138410szhl1a30vdn,Is 'align' associated with the frame 'Have as translation equivalent - A  Source symbol in a Source representation system is presented to be matched by a Target symbol in a Target representation in the ability to express a particular Content'?,Correct
17737411384106vluq3oqydp,Is 'succor' associated with the frame 'Reliance - A Protagonist needs a Means action performed for their Benefit'?,Correct
177374113841029b4okc4os,"Is 'freezing' associated with the frame 'Change of temperature - In this frame, the temperature of an Item changes'?",Correct
1773741138410s9g4r6dle5j,Are overcoat from clothes that are cloak?,Correct
1773741138410to6nwlf8k4,Is 'forceful' associated with the frame 'Hit target - An Agent causes the ballistic motion of a projectile and its subsequent impact on a Target'?,Correct
1773741138410navrhyzrdek,"Is 'attend to' associated with the frame 'Being obligatory - Under some Condition, usually left implicit, a Duty needs to be fulfilled by a  Responsible party'?",Correct
1773741138410cg0znpb47q6,Is dressing room used for personal shopping?,Correct
17737411384101vwjt2m2kpg,Is empire related to colonialism?,Correct
17737411384100kgzd5ta42q,Is 'kiln' associated with 'clay'?,Correct
17737411384107pytlrgvtuy,Is buying for loved one used for showing appreciation?,Correct
1773741138410cs4oyfcmgya,"Is 'secondhand' associated with 'buy, purchase'?",Correct
1773741138410pi3fl3vwckg,"Is 'braid' associated with the frame 'Hair configuration - Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature'?",Correct
17737411384102vuep55nl1o,Are Bumblebee from animals that are carpenter bee?,Incorrect
1773741138410g5gxmn41vh9,Is gleeful related to jolly?,Correct
1773741138410u938yljfi4,Is 'attach' associated with the frame 'Fastener - The Fastener is an artifact created to close a Container (e'?,Correct
1773741138410sa4cqr8h5r,Are water dispenser from appliance that can have water back?,Correct
1773741138410zjpyhf3uoub,Is stairway used for exercise?,Correct
1773741138410h160gbynrdg,"Is cymbal used for [  ""orchestrating music?",Correct
17737411384100n1s1v4u4xi,Is 'severe' associated with the frame 'Degree - LUs in this frame modify a gradable attribute and describe intensities at the extreme positions on a scale'?,Correct
1773741138410ej2enuj4jge,Is 'coagulate' associated with 'blood'?,Correct
1773741138410g8e5p63ur57,Are latte from food that are drip coffee?,Incorrect
1773741138410n9s7qwflhai,Is word order related to circumposition?,Correct
1773741138410kl8z8csptg,"Is 'private' associated with 'profil, profile'?",Correct
1773741138410420vgdgqwud,Is 'memorize' associated with the frame 'Memory - This frame is concerned with Cognizers remembering and forgetting mental Content'?,Correct
1773741138410ou898f9gzz,Is 'eschew' associated with the frame 'Forgoing - AForgoer decides not to partake in something ordinary that is otherwise Desirable'?,Correct
1773741138410ogmdr8uv5zc,Is 'certificate' associated with the frame 'Documents - Words in the frame refer to any Document that has a legal status or conventional social significance'?,Correct
1773741138410fcy3sfkuubf,Is tile used for wall cladding?,Correct
1773741138410vcf00wt53uq,Is 'inspirational' associated with 'spirit'?,Correct
1773741138410t3jdf8igmwe,"Is 'knowledge' associated with 'penetration, insight'?",Correct
1773741138410wcbewfbaed,Is steak house used for romantic dinner?,Correct
17737411384101r5hfpl90oj,Is news related to reporter?,Correct
1773741138410kt8hu57iclf,"Is 'grow' associated with 'kid, child, minor'?",Correct
17737411384105km1ogebz69,"Is 'exchangeable' associated with the frame 'Commutative statement - LUs in this frame describe a stative relationship between two numbers,Term1 and Term2 or, collectively, Terms, via a commutative arithmetic operation'?",Correct
17737411384109pmnb3k95ng,Are cauliflower from food that can be used for grate?,Correct
1773741138410fbq6cupdnia,"Is 'withdraw' associated with the frame 'Endeavor failure - Some individual or group ceases to be able to sustain an Endeavor (a long-term activity involving economic interaction with the public, often a business venture)'?",Correct
1773741138410xflk1fbgk9f,Are joeys from animals that can be cute?,Correct
1773741138410ykva8ega6y8,Are pineapple from food that can be juicy?,Correct
1773741138410ayepwh1qagg,Is viewing video used for education?,Correct
17737411384107iyzyoz34of,"Is 'flowing' associated with 'water, waterbody, body of water'?",Correct
17737411384101a9xjqxhv75,Are pretzel twists from food that are pretzel?,Correct
1773741138410gb4us4pq5ig,Is 'exit' associated with the frame 'Disembarking - A Traveller leaves from or dismounts a Vehicle'?,Correct
1773741138410xx7sgvpm649,Is embers related to smolder?,Correct
17737411384108i7fdtp8jbd,Are hand mixer from appliance that can have handle?,Correct
1773741138410geh3cznfplu,Are telephone wire from appliance that are telephone extension?,Correct
1773741138410ddf1dbf3e68,Is imagination related to reverie?,Correct
17737411384106gj94arbe4n,Are lavash from food that are unleavened bread?,Correct
1773741138410pswaeum36pg,Is doing crossword puzzle used for improving vocabulary?,Correct
1773741138410ms5y9weqidm,Are mango from food that are drupe?,Correct
17737411384102icnjiz0h4c,Is heart used for emotional center?,Incorrect
1773741138410hrghdz6wdff,Is 'provide' associated with 'source'?,Correct
17737411384103gitzcj9btd,"Is 'fluctuation' associated with the frame 'Dynamic situation scenario - This frame denotes simple Events in which an Entity is in a dynamic situation, usually punctually or continually changing to conform to the situation encoded in the Event endstate'?",Correct
1773741138410zgsn3dnpfp,Are limousine from vehicles that are used by taxi drivers?,Correct
1773741138410z06dc5ynsnp,Are handbell from artifacts that can have bell?,Correct
177374113841035z2646xhqn,"Is 'cutting-edge' associated with 'audio engineering, engineering, technology'?",Correct
1773741138410m3avutlpojm,"Is 'small' associated with 'ears, ear'?",Correct
17737411384105v0i4gx0dm3,"Is 'saddlebag' associated with 'leather, leather goods'?",Correct
1773741138410zqwrmj6ayre,Are scooters from vehicles that can have dynamo?,Correct
1773741138410fka6uoms5ak,Is reef related to moray?,Correct
1773741138410004zczrhj623,Is 'decide' associated with the frame 'Reason - A volitional  Agent is responding to a State of affairs by performing some Action'?,Correct
17737411384107dwbe9m2t9a,Is 'convert' associated with 'garage'?,Correct
17737411384100d3tkkupl4bn,"Is 'periodic' associated with the frame 'Calendric unit - Words in this frame name the different parts of the calendric cycle, both man-made and natural'?",Correct
177374113841067widmesexl,Are melodica from instruments that can have piano action?,Correct
1773741138410pzpxrjrl8mm,Is 'statistic' associated with 'fact'?,Correct
17737411384103cdo0s6b19s,"Is having shower used for [    ""cleaning oneself?",Correct
1773741138410bh8rxpnffvo,Is law related to jurisdiction?,Correct
1773741138410jnzpwznekpg,"Is 'subdued' associated with the frame 'Giving in - A Capitulator who has been opposing a Force, which is typically exerted by a Compeller, ceases opposing that Force'?",Correct
1773741138410obij5sdx15c,"Is 'forceful' associated with 'strength, intensity level, intensity'?",Correct
177374113841007vmlf710wre,Is history related to marion county?,Incorrect
1773741138410cltzu4nrasw,"Is 'cozy' associated with 'taproom, barroom, bar'?",Correct
1773741138410yookwt59foo,"Is 'associate' associated with 'interrelationship, interrelatedness, interrelation'?",Correct
1773741138410vympyjsaln,"Is 'comprehensive' associated with 'interrelationship, interrelatedness, interrelation'?",Correct
1773741138410bjxyyuoaoo,Is 'prescribe' associated with 'patient'?,Correct
1773741138410otklnt1tudp,Is 'relinquishment' associated with the frame 'Lose possession - Subframe of Transfer in which the Donor begins by possessing a Theme and finishes by not possessing the Theme'?,Correct
1773741138410i4nizu5r1tb,Are Cabin Cruiser from vehicles that are used by cruises?,Correct
1773741138410ao5g7bccse,Is 'polished' associated with 'marble'?,Correct
1773741138410pi4xdzofg9,"Is 'coerce' associated with the frame 'Dominate competitor - An Agent, by virtue of strength or forcefulness, controls, rules, or strongly influences some Patient in some Situation'?",Correct
17737411384101qmfy0b3lte,Are sketchbook from tools that are paper?,Correct
1773741138410gd7rineg586,Is 'terminal' associated with the frame 'Disembarking - A Traveller leaves from or dismounts a Vehicle'?,Correct
17737411384106r3951ssmr,"Is 'close' associated with 'rima oris, oral fissure, mouth'?",Correct
1773741138410zzgna98sxl,Are venerupis from animals that are lamellibranch?,Correct
1773741138410rj5xon3vq0o,"Is 'support' associated with 'shelter, platform roof'?",Correct
1773741138410d10zr97s87n,Is New York related to balebos?,Incorrect
1773741138410zw7m798i9i,Is earth used for subject of climate change?,Correct
1773741138410srbredl8bfq,Is bastard related to adulterine?,Correct
1773741138410hc9gb1ndc7t,"Is 'refreshing' associated with the frame 'Precipitation - Water in some solid or liquid form (the Precipitation) falls from the sky at a particular Place and Time, lasting for a particular Duration'?",Correct
1773741138410izact334v8,"Is 'levy' associated with 'revenue enhancement, taxation, tax'?",Correct
177374113841017zunxwqz1q,Is decorative arts related to frieze?,Correct
1773741138410ds8fgjo5o4v,"Is 'build' associated with 'clay, mud'?",Correct
17737411384102ysy7gccf3e,Are mushroom burger from food that are burger?,Correct
17737411384107hipm5xjdwe,Is 'systematic' associated with the frame 'Part ordered segments - In this frame a Part is part of a larger Whole comprised of parts that are ordered'?,Correct
1773741138410k9ti6ywz4wj,Is track used for surveillance?,Correct
1773741138410lo56erkut4k,Is Washington D.C. related to virginia?,Incorrect
1773741138410ue4jzrgh51,Are Fresa local from food that are Chilean strawberry?,Correct
1773741138410yuq6ca43ghj,"Is 'blanket' associated with 'bed, layer'?",Correct
1773741138410q6mfrpndd6,Is diving used for scuba diving?,Correct
1773741138410xka6nhen4fk,Is 'send' associated with the frame 'Contacting - A Communicator (whose Location may be indicated) directs a Communication to an Addressee at a particular Address'?,Correct
1773741138410r5yneknyzj9,Is 'deficiency' associated with the frame 'Limitation - An Entity that would be expected to have a characteristic to a certain degree (typically based on comparison to other entities of the same type) instead has a more limited degree of that characteristic'?,Correct
1773741138410xadb6vefswj,"Is 'project' associated with 'endeavour, enterprise, endeavor'?",Correct
1773741138410lf8umxsxysn,Is 'endurance' associated with the frame 'Exercising - An Agent actively maintains or improves their level of phyiscal fitness'?,Correct
17737411384105wfgeg1byoj,Is student used for developing skills?,Incorrect
1773741138410p767w2lq42h,Are Leptothorax from animals that are wood ant?,Correct
1773741138410luobctd6rss,"Is 'committed' associated with the frame 'Being employed - An Employee has a Position doing work in a particular Field, or doing work on a particular Task, for which an Employer gives Compensation to the Employee'?",Correct
17737411384105lrmmhk16zc,Is 'even' associated with 'balance'?,Correct
1773741138410su527b25c7d,"Is 'describe' associated with 'character, fictitious character, fictional character'?",Correct
17737411384104r9g66hlp8,Is 'emergency' associated with the frame 'Emergency fire - A fire which burns and requires an emergency-type response'?,Correct
1773741138410ghwgey1ukv,Is copulating used for mating?,Correct
17737411384109dssouqnydf,Is acrylic used for designing costumes?,Correct
1773741138410brj9f720ll,Are urn from artifacts that are container?,Correct
1773741138410cw0o450vb9o,"Is 'focused' associated with the frame 'Memorization - A Cognizer applies oneself to commit a Pattern to memory, so that the Cognizer would recognize future examples of the Pattern or be able to reproduce it'?",Correct
1773741138410odaszir1sk9,Is space related to clerestory?,Correct
1773741138410iwh8qqpdtvg,Is medicis related to renaissance?,Correct
1773741138410fcpslzry7q,"Is 'tornado' associated with 'boom, roaring, thunder'?",Correct
1773741138410gbsn899r66,Is having food used for survival?,Correct
1773741138410f1mdi20005o,Is 'acquire' associated with the frame 'Receiving scenario - The sequence beginning with the Recipient not having the Theme and ending with the Recipient in possession of the Theme'?,Correct
1773741138410nquql3v1jh,"Is 'carry' associated with 'fashion, manner, way'?",Incorrect
1773741138410923gtp08rqb,Is legitimacy related to adulterine?,Correct
1773741138410hac7pg8js59,"Is 'facilitate' associated with the frame 'Front for - An individual or organization, the Front, serves as a cover for an Illicit activity or an Illicit organization'?",Correct
1773741138410gknvv7a6bwd,Are guava from food that are drupe?,Correct
1773741138410wgrzguaxaeo,"Is 'stock' associated with 'product, merchandise, ware'?",Correct
1773741138410ywed3r09y0c,"Is 'section' associated with the frame 'Artifact subpart - A Component has a distinct Function in the operation of a complex Artifact, which is not regarded as complete unless it is assembled from a number of different Components'?",Correct
1773741138410ug2xsj75ghd,"Is 'ventilate' associated with 'air, atmosphere'?",Correct
1773741138410xw6imjxyy8,Is 'speed' associated with the frame 'Rate quantification - An Event occurs that can be characterized by a given Rate'?,Correct
17737411384104jaqc4f2wkw,"Is 'cherished' associated with the frame 'Preference - An Experiencer has a greater desire to participate in some Event, as against another (contextually recoverable) event which exhibits a specific Contrast with the Event'?",Correct
1773741138410wx3oaymi59r,Are jeep from vehicles that can have horn?,Correct
1773741138410qeqc5f6mvv,Is neckwear used for formal attire?,Correct
1773741138410rzv4nixzwnb,Is 'fund' associated with the frame 'Commerce money-transfer - The subframe of the Commercial transaction frame which involves the transfer of Money from the Buyer to the Seller (in exchange for the Goods)'?,Correct
17737411384108g5xc24t09r,Are helicopters from vehicles that can have landing gear?,Correct
1773741138410puik2o0el0d,Is 'responsible' associated with the frame 'Reporting - In this frame an Informer informs the Authorities of the illegal or otherwise improper Behavior of the Wrongdoer'?,Correct
17737411384109ts7k3e99tv,Are thermal hose from clothes that are hose?,Correct
1773741138410d8faummz3uk,Are baguette from food that can have bread?,Correct
177374113841089b9sf2yywt,Is 'support' associated with 'beam'?,Correct
17737411384105os2yfsujkr,Is shampoo and conditioner used for preventing hair breakage?,Correct
1773741138410xj01umep64g,"Is 'diversified' associated with 'corporation, company, concern'?",Correct
1773741138410e5tqjrx8onf,Is 'disjointed' associated with the frame 'Detaching - The Detaching frame covers two situations: a scene in which somebody causes one thing to be physically detached from something else; or a scene in which somebody causes two things to be disconnected from each other'?,Correct
1773741138410qzsp5euka6h,Are coffee maker from appliance that can have capillary?,Correct
1773741138410r2q0hotzm9h,"Is 'uncover' associated with 'determination, finding'?",Correct
17737411384109ltuftjqox6,Is necklace used for fashion accessory?,Correct
1773741138410gg4p4xoz62,Is sugar used for preserving fruits?,Correct
1773741138410wqki2zt7mks,"Is 'compress' associated with 'pressure, pressure level, force per unit area'?",Correct
1773741138410mgna8qgk0l,Is 'vertical' associated with the frame 'Contact image schema - A Profiled region occupies the space in contact with the Ground'?,Incorrect
17737411384101neqcidmbxe,"Is 'splinter' associated with 'bit, flake, chip'?",Correct
17737411384109vuihv020jl,Is subatomic particles related to dibaryon?,Correct
1773741138410oyyh2bak9e9,Are granola bars from food that are snack food?,Correct
1773741138410tsyle5m3fia,"Is 'strike' associated with the frame 'Attack - An Assailant physically attacks a Victim (which is usually but not always sentient), causing or intending to cause the Victim physical damage'?",Correct
1773741138410afp081pq2rg,Are wheel from artifacts that can be circular?,Correct
17737411384107znq60ak2iu,Is 'destructive' associated with the frame 'Ammunition - A piece of Ammunition is a disposable artifact to be fired as a projectile in a weapon with the purpose of causing harm or damage'?,Correct
17737411384103h3dhpn50mn,"Is 'treasure' associated with 'heart, affection, philia'?",Correct
1773741138410ffsxw85r38s,"Is 'play' associated with 'youth, young'?",Correct
1773741138410zzhhrf8q32,Is deli restaurant used for catering events?,Correct
17737411384108yyrgsfpnuw,Are upright piano from instruments that can have fall-board?,Correct
1773741138410o1amp25jv6,Is 'price' associated with 'demand'?,Correct
1773741138410beokqxmygwj,Are templeorangeflavored from food that are temple orange?,Incorrect
1773741138410xc2w4vf80q,"Is 'biologically-distinct' associated with 'negroid, black, negro'?",Incorrect
1773741138410t0i8hit6uif,Is 'flame' associated with 'fire'?,Correct
1773741138410o0s1vkv6hn,"Is 'quit' associated with the frame 'Becoming silent - In this frame a Speaker ceases speaking, sometimes about a particular Topic'?",Correct
1773741138410ht7xih93qe,Is pouch used for accessing essentials on-the-go?,Correct
1773741138410sd3ql6zlqgq,"Is 'reflection' associated with 'thinking, thought, intellection'?",Correct
17737411384106a867jm4fto,Is architecture related to sarai?,Correct
1773741138410g7i6p752g08,"Is 'race' associated with 'sport, track and field, athletics'?",Correct
1773741138410dgx5qop643s,Is reasonable related to plausible?,Correct
1773741138410ta33a11hypo,Is folklore related to hag?,Correct
1773741138410lqtpzikhwg,"Is 'stimulus' associated with the frame 'Cause to start - A Cause, animate or inanimate, causes a process, the Effect, to begin'?",Correct
177374113841079regstk0z6,Are pottery from artifacts that are commodity?,Correct
17737411384104pbq8tyrdt9,"Is 'perceptive' associated with 'auditor, hearer, listener'?",Correct
1773741138410ib4tpqbpjf8,Is 'capability' associated with the frame 'Influencing potential - A Force has the potential to influence an Entity or State of affairs within a certain Domain due to some Source'?,Correct
1773741138410o4wb2aocli,Is doorway used for entrance to a room?,Correct
1773741138410ljlex2j5gy,Is surfing web used for watching videos?,Correct
17737411384104sz6xh1qbwj,"Is 'strategic' associated with the frame 'Product development - An Developer develops a Product, in some cases for a Company'?",Correct
1773741138410hbo7vbcaihl,"Is 'account' associated with 'occasion, reason, ground'?",Incorrect
1773741138410ybziy2r369,Is 'symbol' associated with the frame 'Have as translation equivalent - A  Source symbol in a Source representation system is presented to be matched by a Target symbol in a Target representation in the ability to express a particular Content'?,Correct
1773741138410d75vtlmskw7,Are cappuccino from food that are demitasse?,Correct
1773741138410te34fbx5we,Are barcode reader from appliance that are data input device?,Correct
17737411384100otqugkbjgh,Is display cabinet used for displaying awards and trophies?,Correct
177374113841082q43mfzkgy,Is plant related to vegetal?,Correct
1773741138410zhpcf775xu,Are chicken from animals that can have bone?,Correct
17737411384102sfoexf1vga,Is marketing related to bleg?,Incorrect
1773741138410atl7p7m876e,Is 'unveil' associated with the frame 'Body description part - This frame is concerned with words that describe a person based on a salient part of their body'?,Correct
17737411384106v3yccr8pbw,Is amusing related to funny?,Correct
17737411384109baasabudoc,Is 'present' associated with the frame 'Participation - An Event with multiple Participants takes place'?,Incorrect
1773741138410vv9qh4j18,"Is 'record' associated with 'experiment, experimentation'?",Correct
1773741138410y2974m1qk6m,Are rice from food that can be consumed or used during lunch?,Correct
1773741138410p3x4bxwvhcm,"Is office building used for [  ""conducting business meetings?",Correct
1773741138410ds4ykhc38jb,"Is 'poll' associated with 'campaign, run, political campaign'?",Correct
1773741138410ye2m1x14s0l,Is comb used for removing hair from the comb?,Correct
1773741138410bxdq6q2oz9,Is 'green-thumbed' associated with the frame 'Planting - This frame describes a situation in which the Agent puts the Theme into the Ground for the purpose of growing'?,Correct
17737411384109wo1z1ndu,Is ankle related to foot?,Correct
1773741138410ovqm88ziuyk,"Is 'persistent' associated with 'ill, complaint, ailment'?",Correct
1773741138410aznaqcrygr9,Is triangle used for navigation?,Incorrect
17737411384104bb9rs9hn9h,Are sea lion from animals that are barker?,Correct
1773741138410sol46rppq8,Is movement related to transporter?,Correct
1773741138410eiel8o79vi,Are deer from animals that can be forage?,Correct
1773741138410s8q5odagucs,"Is 'frown' associated with 'facial expression, expression, look'?",Correct
1773741138410t1yy3rztjmf,"Is 'precise' associated with 'rifle, youth rifle, budé'?",Correct
1773741138410ikfm1b0fgcf,Is fitting room used for checking garment fit?,Correct
1773741138410t47jfxk2bxr,Is bold related to aweless?,Correct
1773741138410kyykt73fva,Is 'deem' associated with the frame 'Deserving - The existence of a State of affairs is sufficient reason for taking an Action '?,Correct
1773741138410v16mfzqgru,"Is 'decorate' associated with 'window, sill, window ledge'?",Correct
1773741138410yxatf010p6,Is 'reliable' associated with the frame 'Records - A Record that contains a permanent account of Data'?,Correct
1773741138410zmrht8cwv5a,Is 'temperature' associated with the frame 'Gradable attributes - An Entity has an implicit Value for an Attribute'?,Correct
1773741138410y32l0cv0kz,Is art related to fuchsia?,Correct
177374113841014e643brgsc,Are yacht from vehicles that can have ship's galley?,Correct
1773741138410y2nq9z5pqv,Is enzyme related to rennet?,Correct
1773741138410gitamgqwp17,"Is 'pervasiveness' associated with the frame 'Distributed position - This frame involves a static (primarily spatial) relationship between a Location and a Theme, in which the Theme is located in many or all subregions of the Location, and is thus construable as covering it'?",Correct
1773741138410cv0ld69md6s,Are nixtamal from food that are related with corn?,Correct
1773741138410m4bkjkqmpo,Is card catalog used for library organization?,Correct
1773741138410fxxdl4y2pkt,Is 'computer' associated with the frame 'Function - An Entity is designed for or exists to perform an Activity or fulfill a Role'?,Correct
17737411384109wk8e9ji1es,"Is 'objection' associated with the frame 'Agree or refuse to act - A Speaker either agrees to or refuses to engage in a Proposed action, proposed by an Interlocutor'?",Correct
17737411384100g5agvvc3gq,Is 'transfer' associated with the frame 'Money - Money is a medium used for exchanging goods and services'?,Correct
1773741138410qc01vzhfci7,"Is 'coin' associated with 'trouser pocket, pocket'?",Correct
1773741138410fj22ojn9hc4,"Is watching evening news used for [  ""staying informed?",Correct
1773741138410h2zi7kjnz4,Are cuckoo bees from animals that are andrenid?,Correct
1773741138410mjigcsxfoje,"Is 'violent' associated with 'battlefront, front line, front'?",Correct
1773741138410kcd31q2spd,Are pups from animals that are wolf pup?,Incorrect
17737411384103k9udhvv6ss,Is 'nervous' associated with the frame 'Fleeing - A Self mover responds to a (real or imagined) danger by moving away from it'?,Correct
1773741138410oss1td4bglo,"Is 'motivation' associated with 'involvement, interest'?",Correct
17737411384107r8uqk909hf,"Is 'compound' associated with 'chlorine, cl, atomic number 17'?",Correct
1773741138410w98ew079d5,"Is account book used for [  ""tracking financial transactions?",Correct
1773741138410dzdada65hv5,"Is 'determinative' associated with the frame 'Causation scenario - A Cause brings about an Effect that would not have occurred otherwise, simultaneously preventing an Averted situation, which is what would have occurred without the Cause'?",Correct
1773741138410ubuc0o3l6k,Are Andrea Doria from vehicles that are shipwreck?,Correct
1773741138410dh7yu6rnp0h,Are hero from food that are hoagie?,Incorrect
1773741138410tg74j2u6mv,"Is 'tympanic' associated with 'ears, ear'?",Correct
1773741138410el02bpxovz4,Are centipedes from animals that can have stinger?,Correct
1773741138410s75of72yiw,"Is 'partial' associated with 'damage, harm, impairment'?",Correct
1773741138410ut4zxw6u8mo,Are cast iron Dutch oven from appliance that can be made of cast iron?,Correct
1773741138410rn84p0z7c6,Is metals related to fermi surface?,Correct
1773741138410ia9lk50jclb,Are sedans from vehicles that can be found or used in parkings?,Correct
17737411384100waerfthn1ji,Is 'undertaking' associated with the frame 'Attempt - An Agent attempts to achieve a Goal'?,Correct
1773741138410sh3qat8mec,Are Pagri from clothes that are turban?,Correct
1773741138410ftsi49s4syi,Is order related to monotonic?,Correct
1773741138410iqijxrgeha,Are helmets from artifacts that are used for fight?,Correct
17737411384100xq8e7eeltxk,Are biker jacket from clothes that are single-breasted jacket?,Incorrect
1773741138410my5r08skz7d,"Is 'resourceful' associated with the frame 'Cause to land - An Operator maneuvers onto land a Vehicle which typically does not operate on land, e'?",Correct
17737411384102f1bm8bxkl5,Is delivery related to send?,Correct
1773741138410gzt163hbb9,Is 'break' associated with 'brick'?,Correct
1773741138410fm2mrfz3ob,Is 'orchestrate' associated with the frame 'Manipulation - The words in this frame describe the manipulation of an Entity by an Agent'?,Correct
1773741138410bp28bh13l4,"Is 'authoritative' associated with 'lecture, talk, public lecture'?",Correct
17737411384100lehf7qr40u,Are coffee maker from appliance that can have water back?,Correct
1773741138410fixbfydezis,Are jelly barnacle from animals that are barnacle?,Correct
1773741138410u84evnyl33,Is 'carve' associated with the frame 'Part piece - This frame is concerned with transparent nouns denoting a Piece of a Substance'?,Correct
1773741138410h00omr4uzta,Is lawn used for landscaping?,Correct
1773741138410yl52l0kt6t,Is 'expand' associated with the frame 'Distributed abundance - There is a Location and an abundant or large Theme'?,Correct
1773741138410cmkv4d2csmd,Is tack used for fabric attachment?,Correct
17737411384100httm35i5lun,Is alloys related to iron 54?,Correct
1773741138410f04xyo95eu,Is 'jail' associated with the frame 'Being incarcerated - A Prisoner is punished for committing a Crime by being confined to a Prison for a specified period of time'?,Correct
177374113841072irffchz1t,"Is 'deadline' associated with 'end, terminal'?",Correct
1773741138410w28ehh2lzsl,"Is 'attach' associated with the frame 'Artifact subpart - A Component has a distinct Function in the operation of a complex Artifact, which is not regarded as complete unless it is assembled from a number of different Components'?",Correct
1773741138410repgc3etld,Are candy from food that can have glucose?,Correct
1773741138410upt1zzbh62p,"Is 'vital' associated with 'organic structure, body, physical structure'?",Correct
1773741138410a4czcb91ysv,Are snow from vehicles that are treasure ship?,Incorrect
1773741138410djtpr5n2kwr,Are strawberries from food that are aggregate fruit?,Correct
1773741138410d15y0vmq6k6,Are Melange Saree from clothes that are saree?,Correct
1773741138410aobjzct0w3e,Is 'legal' associated with the frame 'Legal rulings - An Authority with the power to make decisions hands down a Finding over a question presented in a formal or informal Case'?,Correct
1773741138410l7f6vt77xze,"Is 'directional' associated with the frame 'Motion - Some entity (Theme) starts out in one place (Source) and ends up in some other place (Goal), having covered some space between the two (Path)'?",Correct
17737411384109a78j1x3kd8,Is bold related to highlight?,Correct
1773741138410bjub6urnrgc,Is circular route used for racing?,Correct
17737411384103g4w5fgby7f,Are Snowmobile from vehicles that are used for sport?,Correct
1773741138410dnvoouuuvm,Are truck from vehicles that can have crew?,Correct
1773741138410jpe1yyvfjjm,Is 'launch' associated with the frame 'Hit target - An Agent causes the ballistic motion of a projectile and its subsequent impact on a Target'?,Correct
17737411384102fd25dox8bg,Is 'memorable' associated with 'phrase'?,Correct
1773741138410ki9pw49omgr,Are fur coats from clothes that can have fur?,Correct
177374113841084kjpiq6w7n,"Is 'heels' associated with 'maxi dress, dress, frock'?",Correct
1773741138410eooq1s90i7m,"Is 'confrontation' associated with the frame 'Counterattack - An Assailant physically attacks a Victim (which is usually but not always sentient), causing or intending to cause the Victim physical damage'?",Correct
1773741138410xnaatasqm9,Is desk used for crafting?,Correct
177374113841090fvqqmslj,Are beret from clothes that are cap?,Correct
1773741138410kyreuu9qfag,Is 'produce' associated with the frame 'Creating - A Cause leads to the formation of a Created entity'?,Correct
1773741138410u56px86chq,"Is 'collective bargaining' associated with 'strike, strike action, work stoppage'?",Correct
17737411384108y8gvbhcw8q,Is 'notice' associated with the frame 'Heralding - A Communicator announces (linguistically or non-linguistically) the  imminent arrival of an Individual or the occurrence of an Event'?,Correct
17737411384100z6ncnpi2z8,Is bookend used for decorative display?,Correct
1773741138410j6yynnxnom,Are gloves from artifacts that are used by cyclists?,Correct
1773741138410ytuv1o7kolo,Is product recall related to defect?,Correct
17737411384105jq6xhme67b,Is 'bridle' associated with 'saddle'?,Correct
1773741138410g5t6rfzhtwm,"Is 'crave' associated with the frame 'Inclination - Due to internal forces/properties, an Entity is inclined towards a particular Behavior, which may be to perform an action or to maintain a state'?",Correct
1773741138410iex81vd2aw,"Is 'seamless' associated with 'passage, transition'?",Correct
1773741138410idnyk5g203i,Are red swift fox from animals that are Vulpes velox?,Correct
1773741138410s7uf5vov2j,Is 'wholesome' associated with the frame 'Cooking creation - This frame describes food and meal preparation'?,Correct
17737411384107hi25h8bumg,"Is 'vision' associated with 'eye, optic, oculus'?",Correct
17737411384102079xnq0ru4,"Is 'departure' associated with 'deviation, divergence, departure'?",Correct
1773741138410ndkyb9nd8ub,"Is 'transparent' associated with 'gas, gaseous state'?",Correct
1773741138410k51mr7l956,Are refrigerator from appliance that can have water back?,Correct
177374113841065d57u8z7m,Is neutralization reaction related to acid base indicator?,Correct
17737411384109xdijzs7clj,"Is 'reflect' associated with 'theology, divinity'?",Correct
1773741138410ugg37hmu2cn,Are trimarans from vehicles that can have keel?,Correct
1773741138410etyur2wb7xt,Is 'expand' associated with 'increase'?,Correct
17737411384102gyg715wcyh,Are driver ant soldier from animals that are driver ant?,Correct
1773741138410ly8zzmt2z8,Are brie from food that are pot cheese?,Correct
1773741138410uuy7pmfs1sb,Is statistic related to outlier?,Correct
1773741138410jtddg23sno,Is 'fertilize' associated with the frame 'Agriculture - In this frame an Agriculturist cultivates Food'?,Correct
1773741138410ppnpefq57gs,"Is 'minimal' associated with 'gram, g, gramme'?",Incorrect
1773741138410w8ln1v7r2o,Is probability related to smp?,Incorrect
1773741138410r0kgueildd7,Is president used for representing the nation?,Correct
1773741138410ixlscecctm,Are tank from vehicles that can have crew?,Correct
1773741138410u376yekbcrq,"Is 'Instinctive' associated with the frame 'Biological urge - An Experiencer is in a State where a biological urge is signaling the need to perform a certain action such as eating, drinking, stopping exertion, sleeping, regurgitating, or having sex'?",Correct
